,var1,var2
0,0.1923256309333113,0.7131138915430544
1,0.16226335980087175,0.29349952130611806
2,0.08296415310168107,0.1291944795168809
3,0.13486661557002436,0.09579090271818147
4,-0.1594338205539829,0.5553104595210533
5,0.2756117253139031,0.8164273679559618
6,0.8893544342117629,0.43748873818618794
7,0.8186060751081861,0.17447463783777245
8,0.05036446314109927,0.5734459065066131
9,0.8953464019985573,0.519793718678591
10,0.8628751227780935,0.46910556663353986
11,1.1203312560685088,1.0333215512886806
12,0.6184508796024644,0.22019346424143954
13,0.11308975599657661,0.12259117729744007
14,-0.037007769069808516,0.5406714968875661
15,-0.12249980700970509,0.6907117454843263
16,0.8862699991028604,0.04777906756930861
17,0.2486061536721333,0.6415101517944916
18,0.2950469918033051,0.5730837910617199
19,0.3064078519021755,0.8648469060227346
20,0.44972595780512126,0.8351242927963223
21,0.49388592787727165,0.3282888227157715
22,0.4075250984428619,0.7253078425534648
23,0.4596540967853401,0.3370972191402545
24,0.4753150821198824,0.7971796834225838
25,0.4519391763084935,0.6450385322033417
26,0.7609470836531108,0.4869815878645885
27,0.7316773281201474,0.5778177951877005
28,0.006709166948626374,0.7289013664125864
29,0.4767278162375942,0.7255981716373368
30,1.081039996114999,0.23884403834962364
31,0.8515959341477906,0.9508676770069554
32,0.718106016507624,0.06275643556467037
33,0.3755333857852914,0.27584339617688397
34,0.3523535161663642,0.6527394157777952
35,0.49525051155443117,0.32804567154561437
36,-0.07293702934150001,0.5879608799621748
37,0.3047417407227119,0.7993884179135475
38,0.8020756618662703,0.8445556643065323
39,1.104732724928747,0.879847301214611
40,0.4962004596180799,0.11562600797556616
41,0.4396213217319792,0.5978456871010643
42,0.6101936251305484,1.0123200370409713
43,0.3607075093308385,0.4307461110815143
44,0.12943069306662092,0.2568176397097272
45,0.41795283961588914,0.4286028331645413
46,0.28007410424512647,0.49532926496910207
47,-0.0017803229839292722,0.7848459213954432
48,0.4957699633500181,0.8790999074039991
49,0.5054993128843798,0.4252287494963103
50,0.9729157466092573,0.5156301322806149
